,Tweets,Case_Folding,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Sentimen,Label
4043,Baru kali ini mesen shopeefood gaada yg pickup,baru kali ini mesen shopeefood gaada yg pickup,baru kali ini mesen shopeefood gaada yg pickup,baru kali ini  pesan shopeefood tidak ada yang pickup,kali pesan shopeefood pickup,"['kali', 'pesan', 'shopeefood', 'pickup']",1,positif
4044,"shopeefood ngakak bgt, mencari driver sejam lebih, udah gitu dicancel🤩","shopeefood ngakak bgt, mencari driver sejam lebih, udah gitu dicancel🤩",shopeefood ngakak bgt mencari driver sejam lebih udah gitu dicancel,shopeefood ketawa begitu mencari driver sejam lebih sudah begitu dicancel,shopeefood ketawa mencari driver sejam dicancel,"['shopeefood', 'ketawa', 'cari', 'driver', 'jam', 'dicancel']",1,positif
4045,AAAA w dpt voucher shopeefood yg sejuta🤤✨,aaaa w dpt voucher shopeefood yg sejuta🤤✨,aaaa w dpt voucher shopeefood yg sejuta,aaaa saya dapat voucher shopeefood yang sejuta,aaaa voucher shopeefood sejuta,"['aaaa', 'voucher', 'shopeefood', 'juta']",1,positif
4046,-rek driver shopeefood mogok massal ya? gk dapet2 driver ;((,-rek driver shopeefood mogok massal ya? gk dapet2 driver ;((,rek driver shopeefood mogok massal ya gk dapet driver,rek driver shopeefood mogok massal ya tidak dapat driver,rek driver shopeefood mogok massal driver,"['rek', 'driver', 'shopeefood', 'mogok', 'massal', 'driver']",0,negatif
4047,@HaechanSim emg shopeefood gede diskonnya,@haechansim emg shopeefood gede diskonnya,emg shopeefood gede diskonnya,emang shopeefood besar diskonnya,emang shopeefood diskonnya,"['emang', 'shopeefood', 'diskon']",1,positif
4048,"Ini gimna cara pake shopeefood , gue udah beli voucher Rp 1 gangerti makenya😂","ini gimna cara pake shopeefood , gue udah beli voucher rp 1 gangerti makenya😂",ini gimna cara pake shopeefood gue udah beli voucher rp gangerti makenya,ini gimna cara pakai shopeefood saya sudah beli voucher rupiah gangerti makenya,gimna pakai shopeefood beli voucher rupiah gangerti makenya,"['gimna', 'pakai', 'shopeefood', 'beli', 'voucher', 'rupiah', 'gangerti', 'makenya']",1,positif
4049,"@ShopeeID bismillah mau co jacket, pashima, mukena, beberapa wish list, dan beli shopeefood buat keluarga ku. Wish me luck 😍🧡

#NCT127FavoriteShopee
#1111BigSaleTVShow
#SemuaNontonShopee","@shopeeid bismillah mau co jacket, pashima, mukena, beberapa wish list, dan beli shopeefood buat keluarga ku. wish me luck 😍🧡

#nct127favoriteshopee
#1111bigsaletvshow
#semuanontonshopee",bismillah mau co jacket pashima mukena beberapa wish list dan beli shopeefood buat keluarga ku wish me luck,bismillah mau co jacket pashima mukena beberapa wish list dan beli shopeefood buat keluarga ku wish me luck,bismillah co jacket pashima mukena wish list beli shopeefood keluarga ku wish luck,"['bismillah', 'co', 'jacket', 'pashima', 'mukena', 'wish', 'list', 'beli', 'shopeefood', 'keluarga', 'ku', 'wish', 'luck']",1,positif
4050,"@ShopeeID bismillah mau co jacket, pashima, mukena, beberapa wish list, dan beli shopeefood buat keluarga ku. Wish me luck 😍🧡

#NCT127FavoriteShopee
#1111BigSaleTVShow
#SemuaNontonShopee","@shopeeid bismillah mau co jacket, pashima, mukena, beberapa wish list, dan beli shopeefood buat keluarga ku. wish me luck 😍🧡

#nct127favoriteshopee
#1111bigsaletvshow
#semuanontonshopee",bismillah mau co jacket pashima mukena beberapa wish list dan beli shopeefood buat keluarga ku wish me luck,bismillah mau co jacket pashima mukena beberapa wish list dan beli shopeefood buat keluarga ku wish me luck,bismillah co jacket pashima mukena wish list beli shopeefood keluarga ku wish luck,"['bismillah', 'co', 'jacket', 'pashima', 'mukena', 'wish', 'list', 'beli', 'shopeefood', 'keluarga', 'ku', 'wish', 'luck']",1,positif
4051,"@ShopeeID bismillah mau co jacket, pashima, mukena, beberapa wish list, dan beli shopeefood buat keluarga ku. Wish me luck 😍🧡

#NCT127FavoriteShopee
#1111BigSaleTVShow
#SemuaNontonShopee","@shopeeid bismillah mau co jacket, pashima, mukena, beberapa wish list, dan beli shopeefood buat keluarga ku. wish me luck 😍🧡

#nct127favoriteshopee
#1111bigsaletvshow
#semuanontonshopee",bismillah mau co jacket pashima mukena beberapa wish list dan beli shopeefood buat keluarga ku wish me luck,bismillah mau co jacket pashima mukena beberapa wish list dan beli shopeefood buat keluarga ku wish me luck,bismillah co jacket pashima mukena wish list beli shopeefood keluarga ku wish luck,"['bismillah', 'co', 'jacket', 'pashima', 'mukena', 'wish', 'list', 'beli', 'shopeefood', 'keluarga', 'ku', 'wish', 'luck']",1,positif
4052,Abang shopeefood daerah sby yg di daerah rangkah kok sepiii yaaaa. Mau nangiss ini kelaperan bangett gdpt driver mulu #shopeefood,abang shopeefood daerah sby yg di daerah rangkah kok sepiii yaaaa. mau nangiss ini kelaperan bangett gdpt driver mulu #shopeefood,abang shopeefood daerah sby yg di daerah rangkah kok sepiii yaaaa mau nangiss ini kelaperan bangett gdpt driver mulu,abang shopeefood daerah susilo bambang yudhoyono yang di daerah rangkah kok sepiii yaaaa mau nangiss ini kelaperan banget gdpt driver terus,abang shopeefood daerah susilo bambang yudhoyono daerah rangkah sepiii yaaaa nangiss kelaperan banget gdpt driver,"['abang', 'shopeefood', 'daerah', 'susilo', 'bambang', 'yudhoyono', 'daerah', 'rang', 'sepiii', 'yaaaa', 'nangiss', 'kelaperan', 'banget', 'gdpt', 'driver']",0,negatif
4053,"ShopeeFood aing ga nyampe2, si mamang nya nyasar apa gimana, muter2 terus padahal jalannya ga susah.","shopeefood aing ga nyampe2, si mamang nya nyasar apa gimana, muter2 terus padahal jalannya ga susah.",shopeefood aing ga nyampe si mamang nya nyasar apa gimana muter terus padahal jalannya ga susah,shopeefood saya tidak sampai si mamang nya nyasar apa bagaimana mutar terus padahal jalannya tidak susah,shopeefood mamang nyasar mutar jalannya susah,"['shopeefood', 'mamang', 'nyasar', 'mutar', 'jalan', 'susah']",0,negatif
4054,@ShopeeID Mau checkout makanan di shopeefood bakalan enak banget sihhh 😉 #NCT127FavoriteShopee #1111BigSaleTVShow #SemuaNontonShopee,@shopeeid mau checkout makanan di shopeefood bakalan enak banget sihhh 😉 #nct127favoriteshopee #1111bigsaletvshow #semuanontonshopee,mau checkout makanan di shopeefood bakalan enak banget sihhh,mau checkout makanan di shopeefood bakalan enak banget sihhh,checkout makanan shopeefood enak banget sihhh,"['checkout', 'makan', 'shopeefood', 'enak', 'banget', 'sihhh']",1,positif
4055,@peachjejeee Beli vocer 1rp trs pake kode shopeefood,@peachjejeee beli vocer 1rp trs pake kode shopeefood,beli vocer rp trs pake kode shopeefood,beli vocer rupiah terus pakai kode shopeefood,beli vocer rupiah pakai kode shopeefood,"['beli', 'vocer', 'rupiah', 'pakai', 'kode', 'shopeefood']",0,negatif
4056,@xixiximrxnxi Beli vocer 1rp trs pake kode shopeefood,@xixiximrxnxi beli vocer 1rp trs pake kode shopeefood,beli vocer rp trs pake kode shopeefood,beli vocer rupiah terus pakai kode shopeefood,beli vocer rupiah pakai kode shopeefood,"['beli', 'vocer', 'rupiah', 'pakai', 'kode', 'shopeefood']",0,negatif
4057,@neocoldcity Kasih tau tombol shopeefood dimana😭😭,@neocoldcity kasih tau tombol shopeefood dimana😭😭,kasih tau tombol shopeefood dimana,kasih tahu tombol shopeefood dimana,kasih tombol shopeefood dimana,"['kasih', 'tombol', 'shopeefood', 'mana']",1,positif
4058,Nunggu shopeefood 👍🏻,nunggu shopeefood 👍🏻,nunggu shopeefood,nunggu shopeefood,nunggu shopeefood,"['nunggu', 'shopeefood']",1,positif
4059,Makan Gratis Bareng Teman di ShopeeFood https://t.co/7LsyY8NdGR https://t.co/JCR9qcj6je,makan gratis bareng teman di shopeefood https://t.co/7lsyy8ndgr https://t.co/jcr9qcj6je,makan gratis bareng teman di shopeefood,makan gratis bersama teman di shopeefood,makan gratis teman shopeefood,"['makan', 'gratis', 'teman', 'shopeefood']",1,positif
4060,Ini driver shopeefood dari abis maghrib pada mogok masal apa gimana? Pihak shopee gmn nihh kalo gini bisa ngerugiin resto nya loh udah berkali kali pesanan nya udah dibuatin tapi ga dapat driver :(,ini driver shopeefood dari abis maghrib pada mogok masal apa gimana? pihak shopee gmn nihh kalo gini bisa ngerugiin resto nya loh udah berkali kali pesanan nya udah dibuatin tapi ga dapat driver :(,ini driver shopeefood dari abis maghrib pada mogok masal apa gimana pihak shopee gmn nihh kalo gini bisa ngerugiin resto nya loh udah berkali kali pesanan nya udah dibuatin tapi ga dapat driver,ini driver shopeefood dari habis maghrib pada mogok masal apa bagaimana pihak shopee bagaimana ini kalau begini bisa merugikan resto nya loh sudah berkali kali pesanan nya sudah dibuatin tapi tidak dapat driver,driver shopeefood habis maghrib mogok masal shopee merugikan resto berkali kali pesanan dibuatin driver,"['driver', 'shopeefood', 'habis', 'maghrib', 'mogok', 'masal', 'shopee', 'rugi', 'resto', 'kali', 'kali', 'pesan', 'dibuatin', 'driver']",0,negatif
4061,@ShopeeID Bismillah kalau dapet shopeepay  2juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe. Aamiin🙏 #NCT127FavoriteShope #1111BigSaleTVShow #SemuaNontonShopee (3),@shopeeid bismillah kalau dapet shopeepay  2juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe. aamiin🙏 #nct127favoriteshope #1111bigsaletvshow #semuanontonshopee (3),bismillah kalau dapet shopeepay juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe aamiin,bismillah kalau dapat shopeepay juta mau beli skincare dan terus jajanin keluarga pakai shopeefood tentu nya hehe amin,bismillah shopeepay juta beli skincare jajanin keluarga pakai shopeefood amin,"['bismillah', 'shopeepay', 'juta', 'beli', 'skincare', 'jajanin', 'keluarga', 'pakai', 'shopeefood', 'amin']",1,positif
4062,WTP GUA BELI HAUS CUMA 6 REBU PAKE SPAY LEWAT SHOPEEFOOD 😭 https://t.co/1RT9USzhVd,wtp gua beli haus cuma 6 rebu pake spay lewat shopeefood 😭 https://t.co/1rt9uszhvd,wtp gua beli haus cuma rebu pake spay lewat shopeefood,wtp saya beli haus hanya rebu pakai spay lewat shopeefood,wtp beli haus rebu pakai spay shopeefood,"['wtp', 'beli', 'haus', 'rebu', 'pakai', 'spay', 'shopeefood']",1,positif
4063,@ShopeeID Bismillah kalau dapet shopeepay  2juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe. Aamiin🙏 #NCT127FavoriteShope #1111BigSaleTVShow #SemuaNontonShopee (2),@shopeeid bismillah kalau dapet shopeepay  2juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe. aamiin🙏 #nct127favoriteshope #1111bigsaletvshow #semuanontonshopee (2),bismillah kalau dapet shopeepay juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe aamiin,bismillah kalau dapat shopeepay juta mau beli skincare dan terus jajanin keluarga pakai shopeefood tentu nya hehe amin,bismillah shopeepay juta beli skincare jajanin keluarga pakai shopeefood amin,"['bismillah', 'shopeepay', 'juta', 'beli', 'skincare', 'jajanin', 'keluarga', 'pakai', 'shopeefood', 'amin']",1,positif
4064,@HaechanSim Ini tombol shopeefood sebelah mana sih😭😭,@haechansim ini tombol shopeefood sebelah mana sih😭😭,ini tombol shopeefood sebelah mana sih,ini tombol shopeefood sebelah mana sih,tombol shopeefood sebelah,"['tombol', 'shopeefood', 'belah']",0,negatif
4065,@ShopeeID Bismillah kalau dapet shopeepay  2juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe. Aamiin🙏 #NCT127FavoriteShope #1111BigSaleTVShow #SemuaNontonShopee,@shopeeid bismillah kalau dapet shopeepay  2juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe. aamiin🙏 #nct127favoriteshope #1111bigsaletvshow #semuanontonshopee,bismillah kalau dapet shopeepay juta mau beli skincare dan terus jajanin keluarga pake shopeefood tentu nya hehe aamiin,bismillah kalau dapat shopeepay juta mau beli skincare dan terus jajanin keluarga pakai shopeefood tentu nya hehe amin,bismillah shopeepay juta beli skincare jajanin keluarga pakai shopeefood amin,"['bismillah', 'shopeepay', 'juta', 'beli', 'skincare', 'jajanin', 'keluarga', 'pakai', 'shopeefood', 'amin']",1,positif
4066,@RacunBelanja Mincun kom aku liat voucher adanya cuma voucher shopeefood biasa aja sih yg hari ini. Gaada yg s/d 1 jt https://t.co/iE6pVkaqvq,@racunbelanja mincun kom aku liat voucher adanya cuma voucher shopeefood biasa aja sih yg hari ini. gaada yg s/d 1 jt https://t.co/ie6pvkaqvq,mincun kom aku liat voucher adanya cuma voucher shopeefood biasa aja sih yg hari ini gaada yg sd jt,mincun kom saya lihat voucher adanya hanya voucher shopeefood biasa aja sih yang hari ini tidak ada yang sd juta,mincun kom lihat voucher voucher shopeefood sd juta,"['mincun', 'kom', 'lihat', 'voucher', 'voucher', 'shopeefood', 'sd', 'juta']",1,positif
4067,@shopeefood_id dua kali pesen tapi dibatalkan sistem alasannya tidak ada driver yang cocok???????? https://t.co/NnN4djeZID,@shopeefood_id dua kali pesen tapi dibatalkan sistem alasannya tidak ada driver yang cocok???????? https://t.co/nnn4djezid,id dua kali pesen tapi dibatalkan sistem alasannya tidak ada driver yang cocok,id dua kali pesan tapi dibatalkan sistem alasannya tidak ada driver yang cocok,id kali pesan dibatalkan sistem alasannya driver cocok,"['id', 'kali', 'pesan', 'batal', 'sistem', 'alas', 'driver', 'cocok']",0,negatif
4068,"ini shopeefood kemana dah driver""nya? udh ke cancel 3x anjir","ini shopeefood kemana dah driver""nya? udh ke cancel 3x anjir",ini shopeefood kemana dah drivernya udh ke cancel x anjir,ini shopeefood kemana sudah drivernya sudah ke cancel kali astaga,shopeefood kemana drivernya cancel kali astaga,"['shopeefood', 'mana', 'drivernya', 'cancel', 'kali', 'astaga']",1,positif
4069,Dibanjar adain ShopeeFood yuuu ah,dibanjar adain shopeefood yuuu ah,dibanjar adain shopeefood yuuu ah,dibanjar adain shopeefood yuuu ah,dibanjar adain shopeefood yuuu ah,"['banjar', 'adain', 'shopeefood', 'yuuu', 'ah']",2,netral
4070,@ShopeeID @shopeefood_id Si lord nyebutnya SYOPI SOP hahaha langsung dikoreksi jd SYOPI FOOD,@shopeeid @shopeefood_id si lord nyebutnya syopi sop hahaha langsung dikoreksi jd syopi food,id si lord nyebutnya syopi sop hahaha langsung dikoreksi jd syopi food,id si lord nyebutnya syopi sop hahaha langsung dikoreksi jadi syopi food,id lord nyebutnya syopi sop hahaha langsung dikoreksi syopi food,"['id', 'lord', 'nyebutnya', 'syopi', 'sop', 'hahaha', 'langsung', 'koreksi', 'syopi', 'food']",1,positif
4071,belakangan ini lebih sering shopeefood daripada gofood. soalnya kalo gofood itu drivernya suka nggak ada (?),belakangan ini lebih sering shopeefood daripada gofood. soalnya kalo gofood itu drivernya suka nggak ada (?),belakangan ini lebih sering shopeefood daripada gofood soalnya kalo gofood itu drivernya suka nggak ada,belakangan ini lebih sering shopeefood daripada gofood soalnya kalau gofood itu drivernya suka tidak ada,shopeefood gofood gofood drivernya suka,"['shopeefood', 'gofood', 'gofood', 'drivernya', 'suka']",1,positif
4072,di shopeefood ada promo sbucks beli 2 cm bayar 50k😭,di shopeefood ada promo sbucks beli 2 cm bayar 50k😭,di shopeefood ada promo sbucks beli cm bayar k,di shopeefood ada promo sbucks beli hanya bayar ke,shopeefood promo sbucks beli bayar,"['shopeefood', 'promo', 'sbucks', 'beli', 'bayar']",1,positif
4073,"@yangbikinkangen @ShopeeID Ibuk, aku mau jajan di shopeefood dong
#NCT127FavoriteShopee
#1111BigSaleTvShow","@yangbikinkangen @shopeeid ibuk, aku mau jajan di shopeefood dong
#nct127favoriteshopee
#1111bigsaletvshow",ibuk aku mau jajan di shopeefood dong,ibuk saya mau jajan di shopeefood dong,ibuk jajan shopeefood,"['ibuk', 'jajan', 'shopeefood']",2,netral
4074,@ShopeeID @shopeefood_id Siapp min,@shopeeid @shopeefood_id siapp min,id siapp min,id siapp minimal,id siapp minimal,"['id', 'siapp', 'minimal']",0,negatif
4075,"BEAR BOBBA LOWOKWARU

Cinnamon Roll Macchiato 18K #BigCup22oz
50% Disc #ShopeeFood #GrabFood #GoFood

https://t.co/6fplAdGVlD

#InfoKulinerMalang
#LaporLaper
#KulinerHitsMalang
#MalangCulinary
#MalangKuliner
#BobaMalang
#KopiMalang 
#EsTehMalang
#MojitoMalang
#Grab
#GoJek
#BTS https://t.co/NbpPPlADNb","bear bobba lowokwaru

cinnamon roll macchiato 18k #bigcup22oz
50% disc #shopeefood #grabfood #gofood

https://t.co/6fpladgvld

#infokulinermalang
#laporlaper
#kulinerhitsmalang
#malangculinary
#malangkuliner
#bobamalang
#kopimalang 
#estehmalang
#mojitomalang
#grab
#gojek
#bts https://t.co/nbpppladnb",bear bobba lowokwaru cinnamon roll macchiato k disc,bear bobba lowokwaru cinnamon roll macchiato ke disc,bear bobba lowokwaru cinnamon roll macchiato disc,"['bear', 'bobba', 'lowokwaru', 'cinnamon', 'roll', 'macchiato', 'disc']",2,netral
4076,@ShopeeID @shopeefood_id ashiap min,@shopeeid @shopeefood_id ashiap min,id ashiap min,id ashiap minimal,id ashiap minimal,"['id', 'ashiap', 'minimal']",0,negatif
4077,"Nonton #1111BigSaleTVShow akan lebih seru kalo sambil pesen makanan di @shopeefood_id! GRATIS ONGKIR, lho!😍buruan, pesen hanya di Shopee Food! https://t.co/982KoDkvt9","nonton #1111bigsaletvshow akan lebih seru kalo sambil pesen makanan di @shopeefood_id! gratis ongkir, lho!😍buruan, pesen hanya di shopee food! https://t.co/982kodkvt9",nonton akan lebih seru kalo sambil pesen makanan di id gratis ongkir lhoburuan pesen hanya di shopee food,nonton akan lebih seru kalau sambil pesan makanan di id gratis ongkir lhoburuan pesan hanya di shopee food,nonton seru pesan makanan id gratis ongkir lhoburuan pesan shopee food,"['nonton', 'seru', 'pesan', 'makan', 'id', 'gratis', 'ongkir', 'lhoburuan', 'pesan', 'shopee', 'food']",1,positif
